date,ADANIENT,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BOSCHLTD,BPCL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,ETERNAL,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,ICICIBANK,INDIGO,INDUSINDBK,INFY,IOC,ITC,JIOFIN,JSWSTEEL,KOTAKBANK,LT,LTIM,LUPIN,M&M,MARUTI,MAXHEALTH,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHREECEM,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,TMPV,TRENT,ULTRACEMCO,UPL,VEDL,WIPRO,YESBANK,ZEEL
2020-09-30,1099810083.0,2031751761.0,1985645229.0,139125159.0,959197790.0,585938609.0,3060161084.0,289367020.0,159137444.0,602587339.0,2436592943.0,5455557355.0,29493640.0,2169252744.0,240725630.0,806337456.0,6162728327.0,265468580.0,166269279.0,273229150.0,0.0,4510141866.0,657928218.0,2713665096.0,5503704156.0,2019460732.0,199749523.0,2246352581.0,1523822625.0,2349556255.0,6896223149.0,384796279.0,756451823.0,4259411598.0,9414158922.0,0.0,0.0,2417220440.0,1979207809.0,1404034846.0,174543281.0,453240333.0,1243192544.0,302080060.0,904532524.0,96415716.0,9894557280.0,12580279206.0,5231589648.0,6762037614.0,1000049129.0,8924611534.0,36080748.0,253061513.0,2399334970.0,921551715.0,1204126999.0,3752384706.0,966598935.0,887786160.0,3088973894.0,355487461.0,288626076.0,764045456.0,3717196639.0,5714950888.0,25054905981.0,960504475.0
2020-12-31,1099810083.0,2031751761.0,1985645229.0,139125159.0,959197790.0,585938609.0,3061465082.0,289367020.0,159137444.0,602587339.0,2436592943.0,5455557355.0,29493640.0,2169252744.0,240868296.0,806455229.0,6162728327.0,265468580.0,166298116.0,273256830.0,0.0,4510141866.0,657951004.0,2713665096.0,5507656932.0,2020456081.0,199767610.0,2246582938.0,1510388506.0,2349556255.0,6903693527.0,384863500.0,757104998.0,4259587833.0,9414158922.0,0.0,0.0,2417220440.0,1980478721.0,1404256696.0,174643588.0,453513540.0,1243192544.0,302080060.0,904532524.0,96415716.0,9696666134.0,12580279206.0,5231589648.0,6762067614.0,1000058677.0,8924611534.0,36080748.0,253061513.0,2399334970.0,921551715.0,1204126999.0,3752384706.0,967423190.0,887786160.0,3088973894.0,355487461.0,288636906.0,764045456.0,3717196639.0,5715338089.0,25054905981.0,960504475.0
2021-03-31,1099810083.0,2031751761.0,1985645229.0,143784657.0,959197790.0,585938609.0,3063748652.0,289367020.0,159137444.0,602587339.0,2436592943.0,5492027268.0,29493640.0,2169252744.0,240868296.0,806463279.0,6162728327.0,265468580.0,166301231.0,273335922.0,0.0,4440385225.0,658044844.0,2713665096.0,5512776482.0,2020943966.0,199780217.0,2246684247.0,1455845587.0,2349567819.0,6915992387.0,384910000.0,773372299.0,4260660846.0,9414158922.0,0.0,0.0,2417220440.0,1981835668.0,1404555297.0,174750608.0,453680133.0,1243192544.0,302080060.0,965945006.0,96415716.0,9696666134.0,12580279206.0,5231589648.0,6762068814.0,1000070908.0,8924611534.0,36080748.0,253061513.0,2399334970.0,921551715.0,1204126999.0,3699051373.0,968260067.0,887786160.0,3320307765.0,355487461.0,288653398.0,764045456.0,3717196639.0,5479138555.0,25054905981.0,960504475.0
2021-06-30,1099810083.0,2041751761.0,1985645229.0,143784657.0,959197790.0,585938609.0,3065268517.0,289367020.0,159137444.0,603594345.0,2436592943.0,5492027268.0,29493640.0,2169252744.0,240868296.0,806596753.0,6162728327.0,265468580.0,166360134.0,273388422.0,0.0,4440385225.0,658077851.0,2713665096.0,5526719098.0,2022140296.0,199789889.0,2246900609.0,1418548345.0,2349588838.0,6925037357.0,384910000.0,773876784.0,4259085763.0,9414158922.0,0.0,0.0,2417220440.0,1982675781.0,1404604911.0,174792808.0,453902798.0,1243192544.0,302080060.0,965945006.0,96415716.0,9696666134.0,12580279206.0,5231589648.0,6762070014.0,1000145445.0,8924611534.0,36080748.0,267047513.0,2399334970.0,921551715.0,1204126999.0,3699051373.0,968988701.0,887786160.0,3320307765.0,355487461.0,288654448.0,764045456.0,3717196639.0,5479239889.0,25054905981.0,960515715.0
2021-09-30,1099810083.0,2041751761.0,1985645229.0,143784657.0,959197790.0,585938609.0,3066645378.0,289367020.0,159137444.0,603594345.0,2436592943.0,5492027268.0,29493640.0,2169252744.0,240868296.0,806653624.0,6162728327.0,265468580.0,166398811.0,273399672.0,7845179676.0,4440385225.0,658161372.0,2713665096.0,5537451890.0,2023132113.0,199794200.0,2247114735.0,1418548345.0,2349591262.0,6934409997.0,385146789.0,774119194.0,4205464426.0,9414158922.0,0.0,0.0,2417220440.0,1983087703.0,1404656010.0,175173846.0,454030479.0,1243192544.0,302080060.0,965945006.0,96415716.0,9696666134.0,12580279206.0,6975452864.0,6762070014.0,1000213313.0,8924611534.0,36080748.0,268783613.0,2399334970.0,921551715.0,1204126999.0,3699051373.0,969714371.0,887786160.0,3320307765.0,355487461.0,288659566.0,764045456.0,3717196639.0,5480819197.0,25054905981.0,960515715.0
2021-12-31,1099810083.0,2041751761.0,1985645229.0,143784657.0,959197790.0,585938609.0,3067661758.0,289367020.0,159137444.0,603594345.0,2436592943.0,5884314930.0,29493640.0,2169252744.0,240868296.0,806790214.0,6162728327.0,265468580.0,166416892.0,273411022.0,7871390076.0,4440385225.0,658286540.0,2713665096.0,5542399476.0,2024791033.0,199805231.0,2247169840.0,1418548345.0,2349591262.0,6943351843.0,385190912.0,774548603.0,4205617958.0,9414158922.0,0.0,0.0,2417220440.0,1983899969.0,1404839267.0,175222796.0,454196866.0,1243192544.0,302080060.0,969588524.0,96415716.0,9696666134.0,12580279206.0,6975452864.0,6765994014.0,1000283298.0,8924611534.0,36080748.0,270519713.0,2399334970.0,921551715.0,1221543546.0,3699051373.0,970589953.0,887786160.0,3320552265.0,355487461.0,288664987.0,764045456.0,3717199039.0,5481283211.0,25054905981.0,960515715.0
2022-03-31,1099810083.0,2112373230.0,1985645229.0,143784657.0,959197790.0,585938609.0,3069747836.0,289367020.0,159137444.0,605429233.0,2436592943.0,5884314930.0,29493640.0,2169252744.0,240868296.0,806814036.0,6162728327.0,265468580.0,166425849.0,273423102.0,7871932776.0,4440385225.0,658295426.0,2713665096.0,5545540976.0,2112619161.0,199811941.0,2247172724.0,1418548345.0,2349591262.0,6948771375.0,385254729.0,774548603.0,4206738641.0,9414158922.0,0.0,0.0,2417220440.0,1984661760.0,1405029123.0,175270156.0,454475014.0,1243192544.0,302080060.0,969613455.0,96415716.0,9696666134.0,12580279206.0,6975452864.0,6765994014.0,1000370562.0,8924611534.0,36080748.0,270519713.0,2399334970.0,921551715.0,1221530046.0,3659051373.0,971833479.0,887786160.0,3320662007.0,355487461.0,288670847.0,764045456.0,3717199039.0,5482070115.0,25054952981.0,960515715.0
2022-06-30,1140001121.0,2112373230.0,1985645229.0,143784657.0,959197790.0,585938609.0,3071432148.0,289367020.0,159137444.0,605429233.0,2436592943.0,5884314930.0,29493640.0,2169252744.0,240868296.0,806907203.0,6162728327.0,265468580.0,166441018.0,273428852.0,7873654676.0,4383399762.0,658295426.0,2713665096.0,5554552746.0,2113172584.0,199818653.0,2247172724.0,1418548345.0,2349591262.0,6956354896.0,385254729.0,775102639.0,4207620719.0,9414158922.0,0.0,0.0,2417220440.0,1985434304.0,1405145221.0,175321200.0,454623411.0,1243192544.0,302080060.0,969634392.0,96415716.0,9696666134.0,12580279206.0,6975452864.0,6765994014.0,1000478775.0,8924611734.0,36080748.0,270519713.0,2399334970.0,921551715.0,1221530046.0,3659051373.0,972561468.0,887786160.0,3320912308.0,355487461.0,288670847.0,750607641.0,3717199039.0,5482346780.0,25054980981.0,960519420.0
2022-09-30,1140001121.0,2112373230.0,1985645229.0,143784657.0,959197790.0,585938609.0,3072321111.0,283679761.0,1592815460.0,605429233.0,7309778829.0,5955519312.0,29493640.0,2169252744.0,240868296.0,807001603.0,6162728327.0,265468580.0,166466613.0,273455720.0,8548736288.0,6575099643.0,658379936.0,2713665096.0,5569959026.0,2149104560.0,199822233.0,2247175109.0,1418548345.0,2349591262.0,6967876747.0,385434588.0,775243464.0,4207827539.0,14121238383.0,12399178701.0,0.0,2417220440.0,1985738328.0,1405191199.0,175376071.0,454674567.0,1243192544.0,302080060.0,969634392.0,96415716.0,9696666134.0,12580279206.0,6975452864.0,6765994014.0,1000713656.0,8924611734.0,36080748.0,270519713.0,2399334970.0,921551715.0,12215300460.0,3659051373.0,973159400.0,887786160.0,3321175244.0,355487461.0,288671933.0,750607641.0,3717199039.0,5485541640.0,25055826731.0,960519420.0
2022-12-31,1140001121.0,2160138945.0,1985645229.0,143784657.0,959197790.0,585938609.0,3074956918.0,282957358.0,1592815460.0,605429233.0,7309778829.0,5956708229.0,29493640.0,2169252744.0,240868296.0,807139168.0,6162728327.0,265468580.0,166523639.0,273478020.0,8551744588.0,6575099643.0,658401686.0,2713665096.0,5576755396.0,2149175005.0,199830433.0,2247194585.0,1418548345.0,2349591262.0,6977024286.0,385474788.0,775415044.0,4186086843.0,14121238383.0,12412309001.0,0.0,2417220440.0,1986085599.0,1405364127.0,295798429.0,454760600.0,1243192544.0,302080060.0,970723527.0,96415716.0,9696666134.0,12580279206.0,6975452864.0,6765994014.0,1000831191.0,8924611734.0,36080748.0,374427276.0,2399334970.0,929011650.0,12223453300.0,3659051373.0,973778933.0,887786160.0,3321290234.0,355487461.0,288677471.0,750607641.0,3717199039.0,5486762666.0,28753327384.0,960519420.0
2023-03-31,1140001121.0,2160138945.0,1985843229.0,143784657.0,959197790.0,585938609.0,3076852012.0,282957358.0,1592815460.0,605429233.0,7309778829.0,5967422312.0,29493640.0,2169252744.0,240868296.0,807150593.0,6162728327.0,265468580.0,166527876.0,273481570.0,8553509770.0,6575099643.0,658432126.0,2713665096.0,5579742786.0,2149396132.0,199839718.0,2247194585.0,1418548345.0,2349591262.0,6982815731.0,385547099.0,775895198.0,4148560044.0,14121238383.0,12428017741.0,0.0,2417220440.0,1986556582.0,1405482190.0,295822779.0,454981335.0,1243528831.0,302080060.0,970922825.0,96415716.0,9696666134.0,12580279206.0,6975452864.0,6766094014.0,1000894759.0,8924611934.0,36080748.0,374427276.0,2399334970.0,929011650.0,12221537000.0,3659051373.0,974147475.0,887786160.0,3321344325.0,355487461.0,288686345.0,750607641.0,3717199039.0,5487917741.0,28754775334.0,960519420.0
2023-06-30,1140001121.0,2160138945.0,1985645229.0,143784657.0,959197790.0,585938609.0,3079738904.0,282957358.0,1592815460.0,605918538.0,7309778829.0,5973548138.0,29493640.0,2169252744.0,240868296.0,807224436.0,6162728327.0,265468580.0,166555501.0,273658460.0,8579187036.0,6575099643.0,658432126.0,2713665096.0,5591798806.0,2149679456.0,199841654.0,2247194585.0,1418548345.0,2349591262.0,6996650422.0,385547099.0,839504367.0,4150192365.0,14121238383.0,12439467511.0,0.0,2417220440.0,1987212073.0,1405572753.0,295887912.0,455080018.0,1243528831.0,302080060.0,971417233.0,96415716.0,9696666134.0,12580279206.0,6975452864.0,6766109014.0,1000965645.0,8924611934.0,36080748.0,374836784.0,2399334970.0,929011650.0,12221537000.0,3659051373.0,974699464.0,887786160.0,3321490582.0,355487461.0,288686345.0,750607641.0,3717199039.0,5488841993.0,28755670134.0,960519420.0
2023-09-30,1140001121.0,2160138945.0,1985645229.0,143784657.0,959197790.0,585938609.0,3081760824.0,282957358.0,1595488813.0,605918538.0,7309778829.0,5997632401.0,29493640.0,2169252744.0,240868296.0,807325429.0,6162728327.0,265468580.0,166784764.0,273749460.0,8604446215.0,6575099643.0,658448791.0,2713665096.0,7581816038.0,2150064332.0,199868978.0,2247216523.0,1418548345.0,2349591262.0,7003087787.0,385790919.0,777054697.0,4150384120.0,14121238383.0,12470914521.0,6353284188.0,2445453966.0,1987495423.0,1374398717.0,295913763.0,455221984.0,1243528831.0,302080060.0,971580320.0,96415716.0,9696666134.0,12580279206.0,9300603819.0,6766109014.0,1001090309.0,8924611934.0,36080748.0,375347083.0,2399334970.0,929011650.0,12221537000.0,3659051373.0,975504105.0,887786160.0,3322317000.0,355487461.0,288686345.0,750607641.0,3717206239.0,5221800302.0,28758015372.0,960519420.0
2023-12-31,1140001121.0,2160138945.0,1985645229.0,143784657.0,959197790.0,585938609.0,3084019057.0,283179756.0,1595488813.0,618023077.0,7309778829.0,6017220484.0,29493640.0,2169252744.0,240868296.0,807350398.0,6162728327.0,265468580.0,166809397.0,273775500.0,8710915663.0,6575099643.0,658448791.0,2713665096.0,7592484734.0,2150659616.0,199887153.0,2247216523.0,1418548345.0,2349591262.0,7014826337.0,385945138.0,777732182.0,4150447554.0,14121238383.0,12475608671.0,6353284188.0,2445453966.0,1987652298.0,1374548315.0,295973298.0,455326550.0,1243528831.0,314402574.0,971826035.0,96415716.0,9696666134.0,12580279206.0,9300603819.0,6766109014.0,1001240203.0,8924611934.0,36080748.0,375595019.0,2399334970.0,929011650.0,12297337309.0,3618087518.0,976164397.0,887786160.0,3322847115.0,355487461.0,288686674.0,750607641.0,3717206239.0,5224235632.0,28761574292.0,960519420.0
2024-03-31,1140001121.0,2160138945.0,2197675987.0,143784657.0,959197790.0,585938609.0,3086570375.0,279179756.0,1595488813.0,618996320.0,7309778829.0,6047374739.0,29493640.0,2169252744.0,240868296.0,807367062.0,6162728327.0,265468580.0,166818266.0,273805630.0,8819783744.0,6575099643.0,680550136.0,2713665096.0,7596910662.0,2150944127.0,199921741.0,2247216523.0,1418548345.0,2349591262.0,7022335643.0,385978689.0,778319951.0,4150867464.0,14121238383.0,12484721471.0,6353284188.0,2445453966.0,1987920898.0,1374668619.0,296163369.0,455678908.0,1243528831.0,314402574.0,971912408.0,964157160.0,9696666134.0,12580279206.0,9300603819.0,6766109014.0,1001465465.0,8924611934.0,36080748.0,375792810.0,2399334970.0,952834816.0,12483531541.0,3618087518.0,976758523.0,887786160.0,3323739001.0,355489821.0,288692005.0,750607641.0,3717206239.0,5225138246.0,28767882106.0,960519420.0
2024-06-30,1140001121.0,2160138945.0,2463123478.0,143784657.0,959197790.0,585938609.0,3090246466.0,279179756.0,1596662097.0,618996320.0,7309778829.0,6083160811.0,29493640.0,4338505488.0,240868296.0,807517999.0,6162728327.0,265468580.0,166829701.0,274010515.0,8826985307.0,6575099643.0,680550136.0,2713665096.0,7608122302.0,2150979347.0,199931110.0,2247216523.0,1418548345.0,2349591262.0,7036188396.0,385979689.0,778725005.0,4152028475.0,14121238383.0,12484721471.0,6353284188.0,2445453966.0,1987951298.0,1374848104.0,296163369.0,455915953.0,1243528831.0,314402574.0,971912408.0,964157160.0,9696666134.0,12580279206.0,9300603819.0,6766229014.0,1001576855.0,8924612434.0,36080748.0,375911608.0,2399334970.0,952834816.0,12483531541.0,3618087518.0,977882361.0,887786160.0,3323978912.0,355487461.0,288697318.0,750607641.0,3717206239.0,5230164205.0,31335661712.0,960519420.0
2024-09-30,1140001121.0,2160138945.0,2463123478.0,143784657.0,959197790.0,580801623.0,3093254378.0,279257608.0,1596662097.0,618996320.0,7309778829.0,6085442148.0,29493640.0,4338505488.0,240868296.0,807566979.0,6162728327.0,265468580.0,166876946.0,274060710.0,8834375172.0,6575099643.0,680550136.0,2713665096.0,7630778309.0,2152221207.0,199980118.0,2247216523.0,2127822517.0,2349591262.0,7046201442.0,386261209.0,778993088.0,4152146817.0,14121238383.0,12507598701.0,6353284188.0,2445453966.0,1988120012.0,1374994900.0,296183914.0,456143312.0,1243528831.0,314402574.0,972132053.0,964157160.0,9696666134.0,12580279206.0,9300603819.0,6766229014.0,1001923954.0,8924620034.0,36080748.0,375989264.0,2399334970.0,989403547.0,12483531541.0,3618087518.0,978349548.0,887786160.0,3680884120.0,355487461.0,288697318.0,750607641.0,3910388057.0,5231382705.0,31346885260.0,960519420.0
2024-12-31,1154180729.0,2160138945.0,2463123478.0,143784657.0,959197790.0,580801623.0,3095171531.0,279257608.0,1596662097.0,618996470.0,7309778829.0,6088120683.0,29493640.0,4338505488.0,240868296.0,807614040.0,6162728327.0,265468580.0,834423960.0,274132460.0,9650350647.0,6575099643.0,680580576.0,2713665096.0,7648315544.0,2152802811.0,199999531.0,2247226523.0,2127822517.0,2349591262.0,7059490315.0,386390349.0,779051673.0,4152269194.0,14121238383.0,12511710391.0,6353141623.0,2445453966.0,1988173671.0,1375130635.0,296285542.0,456234542.0,1243528831.0,314402574.0,972132053.0,964157160.0,9696666134.0,12580279206.0,9300603819.0,13532372898.0,1002089000.0,8924620034.0,36080748.0,376058777.0,2399334970.0,989403547.0,12483531541.0,3618087518.0,978787074.0,887786160.0,3681124896.0,355487461.0,288700060.0,844400270.0,3910388057.0,10469234681.0,31350857549.0,960519420.0
2025-03-31,1154180729.0,2160138945.0,2463123478.0,143784657.0,959197790.0,580801623.0,3097369066.0,279257608.0,1596662097.0,621428652.0,7309778829.0,6094392981.0,29493640.0,4338505488.0,240868296.0,807617120.0,6162728327.0,265468580.0,834455365.0,274164080.0,9650350647.0,6575099643.0,680580576.0,2713665096.0,7652221674.0,2152988187.0,200010836.0,2247226523.0,2127822517.0,2349591262.0,7121927830.0,386423369.0,779054472.0,4153263455.0,14121238383.0,12514119781.0,6353141623.0,2445453966.0,1988222993.0,1375192165.0,296285542.0,456565045.0,1243528831.0,314402574.0,972142053.0,964157160.0,9696666134.0,12580279206.0,9300603819.0,13532372898.0,1002135083.0,8924620034.0,36080748.0,1880383880.0,2399334970.0,989498558.0,12483531541.0,3618087518.0,978993712.0,887786160.0,3681348742.0,355487461.0,294677410.0,844433596.0,3910388057.0,10472136049.0,31354115322.0,960519420.0
