"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","STATUS","AS ON DATE","SUBMISSION DATE","REVISION DATE","ACTION","BROADCAST DATE/TIME","EXCHANGE DISSEMINATION TIME","TIME TAKEN"
"Ambuja Cements Ltd","0","0","0",,"31-DEC-2006",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Ltd","0","0","0",,"30-SEP-2006",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Ltd","0","0","0",,"30-JUN-2006",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-MAR-2006",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-DEC-2005",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-SEP-2005",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-JUN-2005",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-MAR-2005",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-DEC-2004",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-SEP-2004",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"30-JUN-2004",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"Ambuja Cements Limited","0","0","0",,"31-MAR-2004",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
