"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","STATUS","AS ON DATE","SUBMISSION DATE","REVISION DATE","ACTION","BROADCAST DATE/TIME","EXCHANGE DISSEMINATION TIME","TIME TAKEN"
"UPL Limited","32.52","67.48","0","Revised","30-SEP-2023","19-OCT-2023","30-JUL-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_182366_959993_19102023025331_WEB.xml","31-JUL-2024 11:10:49","31-JUL-2024 11:10:53","00:00:04"
"UPL Limited","32.52","67.48","0","Revised","30-JUN-2023","18-JUL-2023","30-JUL-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_179345_889254_18072023115733_WEB.xml","31-JUL-2024 11:10:57","31-JUL-2024 11:11:01","00:00:04"
"UPL Limited","32.52","67.48","0","Revised","31-MAR-2023","20-APR-2023","30-JUL-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_177686_827828_20042023030709_WEB.xml","31-JUL-2024 11:11:06","31-JUL-2024 11:11:10","00:00:04"
"UPL Limited","30.91","69.09","0","Revised","31-DEC-2022","20-JAN-2023","30-JUL-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_175369_776031_20012023065908_WEB.xml","31-JUL-2024 10:29:21","31-JUL-2024 10:29:26","00:00:05"
"UPL Limited","29.13","70.87","0","Revised","30-SEP-2022","20-OCT-2022","30-JUL-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_172538_738278_20102022081849_WEB.xml","31-JUL-2024 10:27:08","31-JUL-2024 10:27:11","00:00:03"
"UPL Limited","29.13","70.87","0","Revised","30-JUN-2022","20-JUL-2022","30-JUL-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_170411_697485_20072022045434_WEB.xml","31-JUL-2024 10:27:23","31-JUL-2024 10:27:27","00:00:04"
"UPL Limited","28.62","71.38","0","Revised","31-MAR-2022","19-APR-2022","30-JUL-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_167523_640017_19042022120555_WEB.xml","31-JUL-2024 10:26:25","31-JUL-2024 10:26:28","00:00:03"
"UPL Limited","28.41","71.59","0","Revised","31-DEC-2021","19-JAN-2022","31-JUL-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_165109_592958_19012022121004_WEB.xml","31-JUL-2024 11:09:03","31-JUL-2024 11:09:07","00:00:04"
"UPL Limited","28.12","71.88","0","Revised","30-SEP-2021","21-OCT-2021","30-JUL-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_163048_542915_21102021025426_WEB.xml","31-JUL-2024 10:32:29","31-JUL-2024 10:32:33","00:00:04"
"UPL Limited","28.12","71.88","0","Revised","30-JUN-2021","20-JUL-2021","31-JUL-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_160133_491273_20072021015423_WEB.xml","31-JUL-2024 11:08:35","31-JUL-2024 11:08:38","00:00:03"
"UPL Limited","28.12","71.88","0","Revised","31-MAR-2021","20-APR-2021","31-JUL-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_157736_440436_20042021111722_WEB.xml","01-AUG-2024 10:29:11","01-AUG-2024 10:29:15","00:00:04"
"UPL Limited","28.02","71.98","0","Revised","31-DEC-2020","20-JAN-2021","31-JUL-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_155259_395381_20012021041857_WEB.xml","01-AUG-2024 10:52:13","01-AUG-2024 10:52:16","00:00:03"
"UPL Limited","27.88","72.12","0","Revised","30-SEP-2020","20-OCT-2020","23-MAR-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_152666_346172_20102020121838_WEB.xml","26-MAR-2024 12:35:17",,"::"
"UPL Limited","27.88","72.12","0","Revised","30-JUN-2020","20-JUL-2020","23-MAR-2024","https://nsearchives.nseindia.com/corporate/xbrl/SHP_150300_292881_20072020085131_WEB.xml","26-MAR-2024 12:35:24",,"::"
